"text0","text1","label"
"Then he took it out , shut 182 the drawer , walked slowly over to an arm-chair , and sat down still staring at the photograph in his hand .","The photograph had a lot of memories of his mother attached to it .","neutral"
"There is something artificial even about this heart of mine , he wrote in 1886 .","He was saying exactly how he felt .","contradiction"
"Where everybody sneezes once or twice , I always sneeze at least five or six times--sometimes more .","I never sneeze .","contradiction"
"Victorious Couch Potatoes","Defeated Over Achievers .","contradiction"
"we may get some more tonight","We might get more tonight .","entailment"
"It is , however , best to reserve your accommodation in forest rest-houses in advance of your journey .","There 's no need to make reservations in the forest rent-houses before you get there .","contradiction"
"From global gold standard to GONE in less than two years !","The gold standard was dismantled because it prevented rapid growth of the money supply .","neutral"
"And it is impossible to see how this difference from Rust has any bearing upon the First Amendment question , which , to repeat , is whether the funding scheme is ' manipulated ' to have a ' coercive effect ' on those who do not hold the subsidized position .","The question that was asked it really rather very subjective .","neutral"
"um well like i said my fiancee","This is , I said , my fiancee .","entailment"
"He looked down at himself in disgust .","He looked down at himself and felt revulsion .","entailment"
"In Palermo , churches and mosques stood side-by-side , feudal castles next to Oriental palaces and their exotic gardens .","In Palemo , Feudal castles were in the vicinity of mosques and churches , as were oriental palaces .","neutral"
"A December 1996 article in al-Hayat , an Arab newspaper published in London , asserted that Albright , as a Jew , would be a dangerously pro-Israel secretary of state .","The article was published under pressure from the London government .","neutral"
"America needs a clean , secure , affordable , reliable energy supply in the years ahead .","America doesn 't really need affordable energy supply either now or in the future .","contradiction"
"yeah one of the things they tried to push through in Maryland and uh weren 't very successful was that if you were an able bodied person on welfare","They weren 't able to push it through Maryland .","entailment"
"Different metrics may be useful for an audit , depending on the objectives and status of an acquisition .","The objectives and statuses of an acquisition include making sure their product is made out of plastic .","neutral"
"To the left of the high altar is a small chapel whose 10th-century Madonna di Nicopeia , a bejeweled icon also from Constantinople , is said to have healing powers and is a runner-up as Venice 's protective patron after St. Mark .","The small chapel 's Madonna di Nicopeia dates to the 10th century .","entailment"
"Both volumes serve as authoritative references to the standards and interpretations .","The volumes did not allow for any interpretations .","contradiction"
"yeah it 's a nice way to relax i mean in a way i mean i find it anyway although sometimes watching the news isn 't very relaxing i get home from from","Watching the news isn 't always relaxing .","entailment"
"But her chances for finding a replacement gig dwindle with every lost job and every looming birthday .","Every time she loses a job , she has no trouble at all finding a replacement gig immediately .","contradiction"
"The one area where Stevenson has it correct is that it is increasingly hard to educate young people about the real dangers of drug use .","Stevenson is typically wrong , but he is right when discussing drug use and educating youth .","neutral"
"These intriguing horseshoe-shaped valleys nestle like narrow amphi ? ­ theaters against abrupt rocky cliffs , making rewarding destinations for a pleasant day 's hike .","These intriguing horseshoe-shaped valleys can only be viewed by driving to the location .","contradiction"
"Things could go poorly in these caves .","Things will certainly go well in these caves .","contradiction"
"The handling and processing of the reagent , commonly limestone , is often done onsite , as is the treatment of the effluent as waste or processing into a saleable product ( e.g.","The reagent is more often than not limestone , and is handled and processed onsite .","entailment"
"Critics chalk up Calder 's previous low standing to the abundance of sculptures he made in the ' 60s for corporate plazas , which are labeled mostly boring ( Robert Hughes , Time ) . ( Click here for the National Gallery site . )","They were not impressed with the majority of the artist 's pieces .","neutral"
"As Dave 's eyes took in the whole situation , the cliff crumbled completely , and the dozer came lunging over the edge , plunging straight for him .","Dave was safely above the dozer .","contradiction"
"Penrose licensed the pattern to Pentaplex Ltd . , which manufactures puzzles and games , and now both parties are suing Kimberly-Clark , the original makers of Kleenex , for copyright infringement .","Pentaplex Ltd and Penrose are currently not involved in any litigation .","contradiction"
"As she had thought it stood a little ajar , and the voices within were plainly audible .","She was not able to hear any voices although it stood a little ajar .","contradiction"
"1 The information obtained from these reports becomes part of the publically available data base known as the Toxic Release Inventory or TRI .","The information will be very useful in the near future .","neutral"
"He was hardly more than five feet , four inches , but carried himself with great dignity .","The man was 6 foot tall .","contradiction"
"Fiss ' analysis of the Mapplethorpe case offers a good example of the perils of his interventionist approach .","Fiss ' analysis of a interventionist approach shows that it is free from danger .","contradiction"
"The increase in citizenship applications has led to longer processing periods and , according to critics , to some immigrants being wrongly naturalized .","According to critics , some immigrants should not be naturalized .","entailment"
"He retaliated by filing one against her .","Her retaliation was even worse .","neutral"
"The reasons are appropriate for the case study application , an issue of particular concern if a generalization of the findings is intended .","There were no reasons for the case study application .","contradiction"
"He considered sending San 'doro to find out what had happened but the air shattered to the east and a body and horse fell hard to the crunch of bone on stone .","San 'doro could not have found out what happened .","contradiction"
"General Accounting Office , Managing for Emerging Benefits From Selected Agencies ' Use of Performance Agreements , GAO-01-115 ( Washington , D.C. : Oct. 30 , 2000 ) .","The General Accounting Office is located in Florida .","contradiction"
"Didn 't have anythin ' to go back to there .","I had so much waiting for me there .","contradiction"
"A town of peace far from those who hunt for you .","The town was peaceful .","entailment"
"The majestic double staircase inside inspired Charles Garnier for his design of the Paris Opera House .","There are 50 steps on each staircase .","neutral"
"I dare not , monsieur ; I am afraid of them . She turned away .","After saying she was afraid of them , the girl left .","neutral"
"Composer Giuseppe Verdi was the Risorgimento 's towering artist .","Giuseppe Verdi was a grape farmer .","contradiction"
"Effective management of an organization 's workforce-its human capital-is essential to achieving results and an important part of internal control .","The management is in place to keep the workers happy .","neutral"
"Apparently then this must be another of their frenzied efforts to find a way to put back the sky .","They made no attempts to find a way to put back the sky .","contradiction"
"summary of the officials ' oral comments and provide a copy of the summary to management of the audited entity to verify that the comments are accurately stated .","The comments stated have to be verified .","entailment"
"The magazines split over Kathleen Willey .","Kathleen Willey has never been discussed in a magazine before .","contradiction"
"Even if you 're not an avid bird-watcher , you 'll enjoy the gentle walks in the woodland , with the chance of seeing exciting herds of nilghai antelope , blackbuck , and cheetal ( spotted deer ) .","There are a number of walks around the woodlands .","entailment"
"I have already spent time with representatives of the power generation sector and have heard from a number of them who are interested in legislation that will provide the public health and environmental benefits we discussed today .","I heard from none of the representatives from the power generation sector .","contradiction"
"In addition , many federal CFOs have primary leadership responsibility for implementing the Results Act at the department or agency level .","Many CFOs are in charge of the Results Act .","entailment"
"This is one of many churches built during the Christianization of territory won from the Moors by James I in legendary 13th-century battles","The church was built by the Moors as a way of promoting cultural diversity .","contradiction"
"The lag reflects the fact that the rate of return on U.S. assets abroad consistently exceeded the return on foreign-owned assets in the United States .","The return on us assets abroad exceeds us foreign owned assets","entailment"
"I ” I believe so .","He was indeed a gay man .","neutral"
"The quincentennial anniversary celebrating his 1492 voyage saw the city 's historical port undergo a face-lift , and the addition of the Aquarium , the largest in Europe , a must-see for visitors with children .","The aquarium is the biggest in all of Europe and was added on the quincentennial anniversary .","entailment"
"Turin was little more than a fortified village of 40,000 inhabitants in 1600 , but it rose to 93,000 a century later .","The population declined after one hundred years .","contradiction"
"uh Copperheads mostly","Copperhead snake mostly","neutral"
"The demographic and economic assumptions imply a sharp drop in the average annual growth of aggregate hours worked from 0.7 percent through 2010 to 0.2 percent from 2020 through 2075 .","Aggregate hours worked has only been decreasing for past decade .","contradiction"
"At some point , however , it is possible that private industry would rise to the occasion and collect virtually all of the mail , process it , and give it to the postal service for delivery .","The private industry could improve the performance of the postal service .","neutral"
"I realized a lot of things as we traveled .","While we were travelling , I realized many things .","entailment"
"well i didn 't know that that 's supposed to be a real good statistic uh","That isn 't a good statistic , it 's completely useless .","contradiction"
"It 's afterward that the trouble starts .","The trouble started after .","entailment"
"quite creative and appealing to the younger crowd","Quite inventive and popular with the younger crowd .","entailment"
"Common sense took over , and Drew 's hand dropped from the gun butt .","Drew was seconds away from shooting the man .","neutral"
"Further details are provided in Appendix 5.2 .","The appendix has more information .","entailment"
"Well said , Dave Hanson .","Well said , Dave Hanson , I 'm sure people will agree .","neutral"
"Text box 2.1 compares GDP to another measure of economic output-gross national product ( GNP ) .","There is no comparison for GDP to GNP .","contradiction"
"The building at the corner of Charlotte Square and South Charlotte Street was the birthplace of Alexander Graham Bell , inventor of the telephone .","Alexander Graham Bell , inventor of the telephone , was born in that building at the corner of Charlotte Square .","entailment"
"He was good , better than Jon let on , said the Kal .","The Kal knew that the man was a better sword fighter than Jon told people about .","neutral"
"yeah there 's not too many not too many big ones around here","Several big ones are in the immediate area .","contradiction"
"Now enjoy it , buon viaggio !","Enjoy it !","entailment"
"yeah you know uh is he going to yell at me for buying this with this you know and he 's not a yeller though but","He doesn 't like when I buy this .","neutral"
"you you have exceeded your ten minutes time limit hang up within the next thirty seconds so","The ten minutes time limit is easy to miss .","neutral"
"How do we know this ?","Are we sure of this ?","entailment"
"According to USA Today , most of the country will experience cloudy but good weather Tuesday .","The weather on Tuesday will be sunny .","contradiction"
"David Hall , director of Texas Rural Legal Aid in Weslaco , said legal services for the poor in the Rio Grande Valley are inadequate and need a dramatic increase in funding .","David Hall is sponsoring a legislative bill that addresses the funding shortfall .","neutral"
"and he want yeah he just told me this last week that he he said don 't you remember i asked them to finance it at four years and they came back and they said that they had it figured for five and we 'd already signed the papers and i maybe i might have been there i don 't remember hearing that but i also wasn 't the one in charge of it so i wasn 't paying as close of attention","I remember hearing they said they had figured it for four years ; I was paying close attention .","contradiction"
"It was a ruse ? asked Adrin .","Adrin doesn 't care whether it was a ruse or not .","contradiction"
"In addition , another benefit includes permitting real estate advisers to pension plans to continue to register with the SEC , which will allow the advisers to comply with the requirements of the Employee Retirement Income Security Act of 1974 ( ERISA ) .","The Employee Retirement Income Security Act met with a lot of opposition in Congress .","neutral"
"And in between , you 'll come upon the historic towns of Toulouse , Albi , and Montpellier .","You will pass through the historic towns of Toulouse , Albi , and Montpellier on your way to the final destination .","entailment"
"Now talk to me about that .","I don 't want to hear anything from you .","contradiction"
"Trial lawyers courted him and his party with tons of money .","He was offered a lot of money by trial lawyers .","entailment"
"Competition is generally believed to lead to efficiency , be it economic or technical .","Recent events have led people to question whether or not this conventional wisdom is true .","neutral"
"The cattle and sheep markets are not tourist attractions as such .","The cattle markets are designed for tourists to stop and take a look .","contradiction"
"Would you believe , Mister Kirby , these were brought to me by Amos Lutterfield ?","Amos brought me two dozen fresh eggs from his prized hens .","neutral"
"Truly , I believe the country is in the best of hands , but how do I rid myself of these impure thoughts ?","I think the country is in incapable hands .","contradiction"
"We 've all got our campaign ribbons from the war of HR22 .","They all have their campaign ribbons from the war of HR22","entailment"
"These patients were more likely to be young , male , disheveled , uninsured , and low income .","The patients were more likely to be young men with low incomes .","entailment"
"GAO will follow up by discussing the status of recommendations with cognizant agency officials ; obtaining copies of agency documents supporting the recommendations ' implementation ; and performing sufficient work to verify that the recommended actions are being taken and , to the extent possible , that the desired results are being achieved .","GAO is pulling out all the stops in ensuring that the recommended actions are followed through .","neutral"
"More and more caravans and riders crossed Ca 'daan 's path as he grew closer to Fena Kef .","Ca 'daan was riding alone to Fena Kef .","neutral"
"Really ?","Is that the case ?","neutral"
"The term modification does not include subsidy cost reestimates , the routine administrative workouts of troubled loans , and actions that are permitted within the existing contract terms .","Modification does a lot toinvolve subsidy costs that increase each year .","contradiction"
"An interpretation that required the alien to be continuously present throughout the course of the litigation would confront indigent aliens with the Hobson 's choice of either accepting representation or visiting their families abroad .","Aliens do not have to choose between family and representation .","contradiction"
"The Giants say that other team owners are rooting against their scheme , because it calls into question the profligate public subsidies .","The public subsidies include money used to buy helicopter rides and hookers .","neutral"
"Meantime , she has graduated from Coppin State College , works as a drug and alcohol counselor , left subsidized housing and plans to start work on a master 's degree this year .","Over the time period in the original sentence , she has gone to school , worked in her field , moved to her own place , and will start her next degree soon .","entailment"
"For the moment , I set aside utterly any suspicions of her .","I set aside my worries .","entailment"
"so uh that 's where i learned about","I 've never learned anything .","contradiction"
"Maybe it 's not such a bad idea with this kefir .","With this kefir , it 's a horrible idea .","contradiction"
"Downey serves on the advisory board of SpeakOut.com , a Washington-based startup that aims to empower users to interact with decision-makers through a community Web service .","Speakout.com is very popular with average citizens .","neutral"
"Most drivers will be able to point out the Bok House , transformed into the elegant Coq d 'Or Restaurant .","The Bok House is transformed into a restaurant .","entailment"
"Jerusalem flourished during the early years of the Mandate .","Jerusalem 's economy and culture flourished under the mandate .","neutral"
"In that Notice , the Commission prepared and published an Initial Regulatory Flexibility Analysis and invited written public comments on the proposed rulemaking , including comments on the Initial Regulatory Flexibility Analysis .","The commission didn 't publish the report .","contradiction"
"We get a lot of that , she said , noting that so far only Lavar Bud Stark is pitching in .","Not many people want to pitch in .","neutral"
"that that was the reason i had to replace mine","I had to replace mine because they wore out .","neutral"
"In addition , the representatives from organizations without professional and administrative staffs believed that an even more difficult challenge was encouraging volunteers to donate additional time to perform the administrative tasks required to organize meetings and further facilitate information sharing .","There was little they could do to get the volunteers to stop working , having worked for over 24 hours .","contradiction"
"you know it 's i mean i it it should probably be a big issue you know because it 's it 's doing a lot of damage but i it 's something you know i don 't think many people really think about it because it 's nothing they i don 't think we really have too much control over it","We don 't think about the air pollution because we don 't have control .","neutral"
"On the hill to the south of the square stands the Archaeological Museum , whose superb collection of antiquities includes statues of Poseidon and Demeter that once stood in the Agora of ancient Smyrna .","The Archaeological Museum has a modest collection of antiquities , but no statues .","contradiction"
"The final four of the day were tied at 4 under par going down the back nine , and it was obvious , watching them labor away , unsmiling , that this was just an endurance test to see who could avoid crashing and disintegrating on national television .","They remained tied until the last hole .","neutral"
"how are things in your area in that respect","How 's everything where you are as far as that goes ?","entailment"
"Oh , listen , I was so pregnant during those years .","At the time , I was pregnant .","entailment"
"Said to be the world 's largest oil painting , 22 by 7 m ( 72 by 23 ft ) , it was done , with the help of son Domenico , when the artist was 70 .","The artist 's son did all the work in completing the oil painting .","contradiction"
"as Mexicans yes that that","As Canadians , yes .","contradiction"
"The environment is also affected by the manner in which the agency delegates authority and responsibility throughout the organization .","Many actions that the agency take can affect the environment .","neutral"
"corpus well uh South Padre is on down the bend","SOuth Padre is a little farther .","entailment"
"Small shrines lead from the hall , honoring local gods , and a temple to Imhotep , the great architect of the pyramids who was deified in the centuries after his death .","Imhotep was deified after his death because constructing the pyramids was such an incredible feat .","neutral"
"Cavendish , I much fear there is no coincidence there .","I fear it is mere coincidence , after all .","contradiction"
"The final rule amends Regulation Y to improve the competitiveness of bank holding companies by eliminating unnecessary regulatory burden and operating restrictions and streamlining the application and notice process .","Regulation Y is the last regulation drafted by the former president .","neutral"
"She 's always been concerned with helping people .","She was always selfish .","contradiction"
"and it 's gonna it 's gonna yeah some kids are really having it If they 'd been in day care the entire time and it wasn 't yeah the ones that are now getting to be teenagers and in some cases young college","None of the kids will be going to college yet .","contradiction"
"mail used by non-households to send and pay bills to other non-households ) .","Mail used by non-households to pay bills to other non-households is a very effective method .","neutral"
"i like him because he 's reckless","There 's a chance he 'll do something terrible , but I like him despite that .","neutral"
"We have exposed the counterrevolutionary machinations of Richard Ford and Amy Tan .","We managed to stumble upon undiscovered information , and that helped us expose them .","neutral"
"This was going to work .","We thought it out ahead of time","neutral"
"The Justice Department ultimately conceded that the Council of Economic Advisors was subject to GAOas access authority and provided the records .","The Justice Department refused to concede that GAO had authority in the case of the Council of Economic Advisors .","contradiction"
"A grey limousine on which they had set high hopes was traced to Harrogate , and turned out to be the property of a highly respectable maiden lady !","A highly respectable maiden lady is only ever seen in town in her grey limousine .","neutral"
"Surprisingly , the $ 10 million spectacular isn 't Broadway 's all-time biggest flop .","This is the worst flop Broadway has ever seen .","contradiction"
"well listen you think they 've earned their money we 've earned our money tonight","You think they lost all their money ?","contradiction"
"From here , you 'll get a full view of the line of five windmills that sit above the town .","You can see the five windmills that sit above the town from here .","entailment"
"The close can still be seen beneath the present buildings , and guided tours are available despite the area 's reputation as a spot haunted by victims of the disease .","Due to the haunted reputation of the area , no businesses operate there .","contradiction"
"[ E ] ven after being taken down a notch or two , [ cities ] will remain , by virtue of their concentrations of energy and intellect , at the center of the American political imagination .","Cities will never be important to American politics .","contradiction"
"totally different wardrobe with different fabrics you know heavier wools and","They are nearly the same wardrobe .","contradiction"
"um for the worst i would assume","For the best I would assume .","contradiction"
"uh-huh of the second one","Not the first , but the second .","entailment"
"What if a foundering political campaign were the wacky premise for a failing TV show !","How about a failing TV show about a political campaign that 's collapsing ?","entailment"
"it was nice talking to you too and we 'll probably be talking to you again okay okay bye-bye","It 's likely we 'll be speaking to you again .","entailment"
"Those overseers won 't feed us because it takes time and wastes food ; they let us die and then have us dragged back for more work .","Those overseers always give us as much food as we like .","contradiction"
"In other words , there is no difference between my description of their argument and their own .","Our two descriptions could not be more different .","contradiction"
"The newswoman helped arrange a larger apartment and psychiatric care for the family .","Psychiatric care was provided for the family members .","entailment"
"Why would you assume that this comment has to do with African-Americans anyway ?","Don 't you think this comment has a lot to do with African-Americans ?","contradiction"
"and of course the shower pan is a pretty fragile piece of uh of metal or plastic whichever it is anyway so","The shower pan is made poorly .","neutral"
"He 'd have to shield the cord from the sun stuff , but that could be done .","He 'd have to protect the shield from the sun things .","entailment"
"However , this climb never happened .","The climb may have happened , but we shall not speak about it and pretend it did not .","neutral"
"Well , he showed them .","He beat them up .","neutral"
"A small garden to the west of the Scott Monument has a memorial to David Livingstone , the explorer and missionary .","A large garden to the North of the Scott Monument is home to a memorial to the explorer and missionary David Livingstone .","contradiction"
"We have talked about this over and over again ( and almost broke up over it several times ) , and she is getting better , but ...","This is a problem between us that nearly split us up , but she is working on it .","entailment"
"The gardens are popular with children who enjoy watching the marionette shows , riding donkeys , and sailing boats on the circular ponds .","Children really like the marionette shows in the gardens .","entailment"
"A shorter Newsweek story labels these dropouts Young Unhappy Professionals ( unhappy , that is , till they drop out ) .","The Newsweek story was very long .","contradiction"
"depends on which wires connect which chips , not on the fact that a given wire is green .","It depends on whether a wire is green .","contradiction"
"Henry 's , at the Henry Grattan lounge in Baggot Street , serves good food .","There is good food at the Henry Grattan lounge .","entailment"
"Despite this there are many interesting and attractive fake antiques for sale in Istanbul , including swords and daggers , Ottoman coffee-making sets , and copper and brass tray tables with wooden stands .","The sale of fake antiques was successfully banned in Istanbul .","contradiction"
"( The 21 heads discovered in 1977 are now displayed in the Mus ? ? e de Cluny ; . )","21 heads on display were found in 1977 .","entailment"
"There is a subtle sexism in The female domestic tycoon is obliged to behave better than the guys .","The Female Domestic Tycoon is sexist because it says that men are better than women","neutral"
"He worries things out slowly , and once he 's got hold of anything he doesn 't let go .","He 's easily influenced and he 's quick to change ideas as a result .","contradiction"
"and we didn 't ever call it uh Cokes and such you know we call it soda","We always call it Coke .","contradiction"
"that 's how i am yeah","I am not like that .","contradiction"
"they they were forced to put her in a nursing home","They were forced to let her stay at her home .","contradiction"
"Modeling shows that when full implementation of existing regulations such as the acid rain program , the NOx SIP Call , the Tier II standards for cars and trucks , the heavy duty diesel engine standards , and the low sulfur gasoline and diesel fuel rules are taken into account , additional reductions will be needed to bring areas into attainment .","The acid rain program is not a regulation .","contradiction"
"yeah my wife 's brother had a he lives in California and he had a Honda Accord i think and he had like a hundred fifty thousa nd miles on it and he sold it and uh never had a problem with it whereas i got a Chevette and it 's the car 's almost almost twelve years old and i got seventy one thousand miles on it is all and i 've had problems with it just all the time","I bought the Chevette from a friend .","neutral"
"Memorials in the Square du Canada and the beautiful Canadian Cemetery in nearby Hautot-sur-Mer commemorate the courageous but abortive Canadian raid on Nazi-held Dieppe on August 19 , 1942 .","The courageous actions of the Canadians in Dieppe were forgotten .","contradiction"
"Using this criteria the agency estimated that 4,600 of the 6,400 firms affected by the rule would be small businesses and that approximately 15,000 small entities in the industry groups affected by the proposed rule would not be affected as they employed less than 10 persons .","The agency estimated that about two thirds of the firms would be affected .","entailment"
"That bears out my little idea entirely .","This helps us move along in our investigation .","neutral"
"Sure , it drags a bit without the volatile repartee of the earlier albums .","With the repartee of the earlier albums , it speeds along nicely .","contradiction"
"yeah and it it just doesn 't yeah it doesn 't make that much difference in the average life in the scientific community and places where it 's needed","It benefits the scientific community in many ways .","contradiction"
"You will also find here the start of the Via Dolorose where the Stations of the Crosehold a fascination for visitors no matter what their backgrounds or beliefs .","The visitors are all fascinated by the place .","entailment"
"Locals shrug and suggest that the shoreline 's topography must have changed in the 500 years since Columbus .","Locals suggest that the shoreline looks just as it did when Columbus arrived .","contradiction"
"The staff can introduce you to 19 of the over 150 breeds of sheep .","The staff know a few of the breeds .","neutral"
"This skewness results from mail volume being highly correlated with income and U.S. income distribution being much more skewed than Italian income distribution .","Italy has a more fair system .","neutral"
"The receiving entity does not sacrifice anything of value , and the transferring entity does not acquire anything of value .","These transfers still require large amounts of time consuming paperwork to complete .","neutral"
"From the beginning , Las Vegas was built to serve travelers .","Las vegas was built to serve travelers .","entailment"
"it comes off in strips i mean not even little bit so we still have some of that trim work to do because we put it off all this time we know what a job it 's gonna be because you almost have to strip the whole thing in order do it again","We are all done !","contradiction"
"okay i think LA Law","I think it 's LA Law because a friend of mine told me so .","neutral"
"They are classified as ( a ) offsetting receipts ( i.e.","It 's a good thing that they fall under this category .","neutral"
"An article says the United States must not sacrifice its democratic ideals in order to sell a few more Big Macs .","The United States has no democratic ideals .","contradiction"
"I was sitting in a helicopter , on the edge of my seat .","I was sitting on the edge of my seat .","entailment"
"sent the signal , consciously or not , that she wasn 't entirely free of shame herself .","She sent a seemingly unconscious signal regarding her level of shame .","neutral"
"'You want me to flush him out of hiding . ' ","You want to make him come out and how himself .","entailment"
"They look to Washington to mitigate the new economy 's negative consequences .","Washington is being looked at to fix the economy 's negative aspects .","entailment"
"right in yeah right in uh almost right in downtown","Right , the bar is almost in downtown .","neutral"
"There were no windows , which seemed queer .","There were two doors .","neutral"
"i kind of think it was necessary i mean i i i i don 't i 'm not a a big um pure power hitter anyway i mean i don 't like these guys that get up there and swing for the downs every time i mean uh i think that uh that a player ought to hit a home run if he 's got the pitch to do it but when you get two strikes on you you have a tendency you know you should you know shorten your swing a little bit you know if it 's a perfect shot go for it but i mean you know the strike outs were a big problem for him and uh plus supposedly what i heard he was not much of a team player anyway so","I heard that he was not a team player .","entailment"
"Well , why read any type of fiction ?","Well , then , what 's the point of reading any kind of fiction ?","entailment"
"chapter , we turn to two basic What do we need to take into account with regard to the objectivity of case studies and their generalizability ?","It must be taken into account the objectivity of case studies .","entailment"
"The area has been developed with a number of hotels , notably Club Hotel La Mola , Formentera 's most luxurious resort , Hotel Formentera Playa , and the Mar-y-land complex .","There is only one hotel in the area .","contradiction"
"i think it would be wrong for us to kill him for the Americans to kill him","Americans lack a sense of what 's right and wrong ; they 're generally pretty dumb .","neutral"
"yeah i think it 's fun i like just looking at the billboards","I dislike the billboards .","contradiction"
"Such was the subsequent dismay among reactionary factions at this sign of weakness that the Tokugawa shogunate was soon overthrown .","This sign of weakness caused delight in reactionary factions .","contradiction"
"Kentucky 's current fee for filing a case in district court is $ 50 .","Kentucky doesn 't charge to file a case .","contradiction"
"The author urges both sides to admit defeat and move on .","The author did not want to side with either side , as they did not want to cause conflict , so they told both sides to just move on and move past the problem .","neutral"
"you know put seventy or ninety pounds on their back and go hiking uh but uh it can be a lot of fun","Heavy backpacks make hiking really unpleasant .","neutral"
"but then again though Jesus the grace pushes you beyond the law you know what i 'm saying like so he didn 't just say don 't kill your don 't kill your enemies but don 't only don 't kill them bless them you know and so therefore when we have an enemy come against us i really feel like but i really feel like i know i do feel this strongly that when if we had someone come and attack us the best way to handle it would be to bless them and humbly go to their other king or the other ruler and say what have we done to offend you what can we do to rectify this situation and that God would move in that sovereignly and he would get the glory though no king no Bush wouldn 't","I think we should use this ideal when dealing with hostile countries .","neutral"
"It stands 137 m ( 450 ft ) high and was the tallest structure in the world until the building of the Eiffel Tower in Paris in 1898 .","Until the building of the Eiffel Tower in 1898 , it was the tallest structure in the world at 450 ft high .","entailment"
"In the U.S. the carrier remains on the road , stops at a roadside mailbox and places mail in it without leaving the vehicle .","U.S. Mail carriers always get out of their vehicles when delivering mail .","contradiction"
"schedule a under uh well it 's the same place it 's the same place you put uh interest but but see that 's what that 's what makes Texas squirrelly laws that uh you can 't you can 't take out a a second mortgage uh like some states where you can take out the mortgage and declare that and so uh it 's fully deductible the laws are a little squirrelly but it basically comes down to it 's not in your best interest to borrow money from a tax standpoint","Texas has the least favorable tax laws for residents with regard to mortages .","neutral"
"where you they extend the warranty","Warranties offer extensions .","entailment"
"whatever they are i i do i find and and they go alone with that just the things you get in the mail","I receive items in the mail .","entailment"
"Program Information","Program does not exist .","contradiction"
"Can anything be done ?","Only 20 % of the ideas in the world are possible if tried for the first time .","neutral"
"Productivity Business Sector and Major Subsectors , BLS Handbook of Methods ( April 1997 ) , pp. 89-98 .","pp. 78-98 of Productivity Business Sector and Major Subsectors , BLS Handbook of Methods ( May 1998 )","contradiction"
"22 "" I must make my apologies , "" said the doctor .","The doctor said he had nothing to apologize for .","contradiction"
"if you don 't drink you know you used to drink okay you go out and you want to party and that 's that 's something you do when you 're young and dumb i guess","Mature people drink and party a lot too .","contradiction"
"where there are more than one family in a house","When there 's more than one family in a house .","entailment"
"Tiny , carefully polished chips from the stars were ready , and men began placing them delicately on the shell .","The polished chips were from the bottom of the ocean .","contradiction"
"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day , Gass redirected his life by picking up where the Mormons left off at least when it came to ranching and farming .","The Mormons do not involve themselves with ranching and farming .","contradiction"
"In itself , the discrepancy has no apparent significance , although it has been pointed to by theorists who contend that the TP was leaked through more than one source .","The discrepancy isn 't important .","entailment"
"I waiteduntil I heard the outside door clank shutbefore I followed .","I was following even before the outside door shut .","contradiction"
"nice talking to you too well i appreciate it and and good luck with your uh your future your hopes of buy a Winnebago","It was nice speaking to you , good luck with your hopes of buying a Winnebago .","entailment"
"I don 't know if I was in heaven or hell , said Lillian Carter , the president 's mother , after a visit .","The president 's mother visited .","entailment"
"Vast expanses of land are cultivated ; orchards and lush cattle pastures produce the famous strong cider and pungent cheeses .","In addition to cider and cheese , wine is also produced here .","neutral"
"yeah and watch the cats tear it up","Good thing there are no cats in this world .","contradiction"
"Understood what ?","Misunderstood what ?","contradiction"
"Nearby on the banks of the river is the Nile Hilton Hotel a landmark for Cairenes ( as the people of the city are known ) as well as tourists .","Close on the banks of the River exists the Nile Hilton Hotel , known by the locals as well as tourists .","entailment"
"Of course , the pair ends up in the middle of every conflagration .","The pair ends up in the middle of the drama .","entailment"
"how what do you do","What is it you do ?","entailment"
"Buenos días , Don Cazar . For so small a man the Mexican on the cart seat produced a trumpet-sized voice .","Don Cazar has a small voice .","contradiction"
"Experience the formation of the continental plates and the development of different climatic regions , then explore the complex and dynamic interactions that make our planet work .","Experiencing the formation of different climatic regions is a rewarding activity .","neutral"
"and Analysis in Case Extensive or thick analysisStudiesa","A Case extensive analysis is more heavily needed than other types of studies .","neutral"
"EPA has determined that the impacts would be minimal or nonexistent because , among other reasons , the phase-in of the remanufacturing requirements combined with the compliance flexibility given to small businesses during the initial years of the program will allow them to make the transition into the new marketplace for certified remanufactures without hardship .","EPA was foolish when it thought that there would be little impact .","neutral"
"Don 't miss taking a boat cruise from the little resort town of Porto .","Don 't skip out on the chance for a boat cruise departing from Porto .","entailment"
"For the first time , the TV stations reached the state when commercials were shown 24 hours a day .","TV stations showed no commercials anymore .","contradiction"
"Tuppence was in that house !","That 's the house that Tuppence was in .","entailment"
"This column , as my first in the Strange Bed , is free of history .","This column is free of history .","entailment"
"San 'doro stood .","San 'doro stayed seated .","contradiction"
"South of Gezira is Roda Island , home to Manial Palace , now converted into an art gallery .","Roda Island is home to the palace .","entailment"
"Well , I guess I 'd better buy a car , a slap-up one , dress as a chauffeur and hang about outside .","I think I might buy a cheap car and start up my own driving service businesses , maybe I 'll make some good money .","neutral"
"have you ever been there","Did you ever go ?","entailment"
"Depression was settling on him like a leaden weight .","He was extremely happy and it was light a burden was lifted off his shoulders .","contradiction"
